id,employee_id,org_id,amount,created_at,source
45,13,1,1843.22,2025-03-08,CORPORATE_CARD
46,13,1,334.79,2025-03-08,REIMBURSABLE
47,13,1,856.92,2025-03-12,CORPORATE_CARD
48,13,1,2105.25,2025-01-07,CORPORATE_CARD
49,13,1,645.61,2024-11-11,REIMBURSABLE
50,13,1,1665.92,2024-10-31,CORPORATE_CARD
51,13,1,171.48,2024-12-01,REIMBURSABLE
52,13,1,668.89,2025-03-12,CORPORATE_CARD
53,13,1,833.94,2025-03-09,CORPORATE_CARD
54,13,1,2379.23,2025-03-07,CORPORATE_CARD
55,13,1,227.72,2025-03-08,CORPORATE_CARD
56,13,1,71.98,2025-03-21,REIMBURSABLE
57,12,1,194.83,2025-03-09,CORPORATE_CARD
58,12,1,1140.04,2025-02-06,REIMBURSABLE
59,12,1,749.39,2024-12-02,REIMBURSABLE
60,12,1,806.66,2025-03-27,REIMBURSABLE
61,12,1,314.93,2025-01-13,REIMBURSABLE
62,12,1,1527.94,2025-03-07,CORPORATE_CARD
63,12,1,204.88,2025-01-31,REIMBURSABLE
64,12,1,88.55,2025-03-16,CORPORATE_CARD
65,12,1,2272.36,2025-01-10,CORPORATE_CARD
66,12,1,1794.66,2025-01-03,CORPORATE_CARD
67,12,1,998.38,2024-10-19,REIMBURSABLE
68,12,1,929.25,2025-03-14,REIMBURSABLE
69,12,1,683.46,2025-02-06,REIMBURSABLE
70,12,1,519.77,2024-12-05,REIMBURSABLE
71,12,1,1627.67,2025-03-09,CORPORATE_CARD
72,12,1,988.57,2025-03-08,REIMBURSABLE
73,12,1,441.0,2024-10-18,REIMBURSABLE
74,12,1,1102.83,2025-02-05,CORPORATE_CARD
75,12,1,2301.05,2024-10-07,CORPORATE_CARD
76,12,1,2068.69,2025-01-25,CORPORATE_CARD
77,12,1,632.6,2025-03-27,CORPORATE_CARD
78,12,1,546.45,2025-03-15,REIMBURSABLE
79,12,1,1678.77,2024-11-27,CORPORATE_CARD
80,12,1,2131.11,2025-03-24,CORPORATE_CARD
81,12,1,432.24,2025-01-20,REIMBURSABLE
82,12,1,2203.79,2025-01-16,CORPORATE_CARD
83,12,1,1303.65,2024-10-10,CORPORATE_CARD
84,12,1,866.89,2025-03-08,REIMBURSABLE
85,12,1,619.8,2024-11-08,CORPORATE_CARD
86,12,1,1239.78,2025-02-05,CORPORATE_CARD
87,12,1,273.7,2025-03-17,REIMBURSABLE
88,2,1,702.05,2024-12-29,REIMBURSABLE
89,2,1,875.8,2024-11-25,CORPORATE_CARD
90,2,1,1148.02,2025-02-28,CORPORATE_CARD
91,2,1,323.62,2025-03-05,CORPORATE_CARD
92,2,1,894.03,2024-10-24,REIMBURSABLE
93,2,1,888.94,2025-03-11,REIMBURSABLE
94,2,1,2442.1,2025-01-24,CORPORATE_CARD
95,2,1,2085.76,2025-02-28,CORPORATE_CARD
96,2,1,469.12,2025-03-04,CORPORATE_CARD
97,2,1,160.63,2024-12-18,REIMBURSABLE
98,2,1,668.5,2025-03-09,REIMBURSABLE
99,2,1,905.82,2025-03-18,REIMBURSABLE
100,2,1,693.14,2024-12-17,REIMBURSABLE
101,2,1,868.25,2024-10-30,CORPORATE_CARD
102,2,1,1035.45,2025-03-06,REIMBURSABLE
103,2,1,486.84,2024-10-22,REIMBURSABLE
104,2,1,826.88,2024-12-02,REIMBURSABLE
105,2,1,679.78,2025-03-26,REIMBURSABLE
106,2,1,639.27,2025-03-20,CORPORATE_CARD
107,2,1,1982.08,2024-12-16,CORPORATE_CARD
108,2,1,462.65,2025-02-15,REIMBURSABLE
109,2,1,1481.6,2025-03-13,CORPORATE_CARD
110,2,1,1562.04,2024-12-08,CORPORATE_CARD
111,7,1,257.27,2025-01-16,REIMBURSABLE
112,7,1,106.61,2025-03-02,REIMBURSABLE
113,7,1,99.33,2025-03-01,REIMBURSABLE
114,7,1,830.35,2024-10-11,REIMBURSABLE
115,7,1,597.9,2025-03-14,CORPORATE_CARD
116,7,1,1148.73,2024-12-11,CORPORATE_CARD
117,7,1,947.52,2024-10-25,REIMBURSABLE
118,7,1,658.03,2024-10-13,REIMBURSABLE
119,7,1,993.69,2024-10-29,REIMBURSABLE
120,7,1,953.23,2025-03-01,REIMBURSABLE
121,7,1,1185.03,2024-11-15,CORPORATE_CARD
122,7,1,2358.12,2024-10-23,CORPORATE_CARD
123,7,1,1505.14,2024-12-29,CORPORATE_CARD
124,7,1,1519.19,2025-01-29,CORPORATE_CARD
125,7,1,1154.67,2025-03-02,REIMBURSABLE
126,7,1,810.02,2025-01-07,REIMBURSABLE
127,7,1,1913.69,2024-10-26,CORPORATE_CARD
128,7,1,785.3,2024-12-20,REIMBURSABLE
129,7,1,1473.69,2025-03-01,CORPORATE_CARD
130,7,1,1188.28,2025-03-03,CORPORATE_CARD
131,1,1,283.88,2025-02-25,CORPORATE_CARD
132,1,1,835.47,2024-11-05,REIMBURSABLE
133,1,1,1016.12,2024-11-15,CORPORATE_CARD
134,1,1,384.28,2024-11-30,REIMBURSABLE
135,1,1,1937.06,2025-03-14,CORPORATE_CARD
136,1,1,655.69,2024-10-11,REIMBURSABLE
137,1,1,1308.14,2025-03-03,CORPORATE_CARD
138,1,1,1905.98,2024-12-30,CORPORATE_CARD
139,1,1,165.91,2025-03-12,REIMBURSABLE
140,1,1,1753.17,2024-10-23,CORPORATE_CARD
141,1,1,759.73,2025-03-27,REIMBURSABLE
142,1,1,379.79,2024-10-10,REIMBURSABLE
143,1,1,120.92,2025-01-03,REIMBURSABLE
144,1,1,149.78,2025-02-13,REIMBURSABLE
145,18,1,862.76,2025-03-20,REIMBURSABLE
146,18,1,1219.19,2025-01-01,CORPORATE_CARD
147,18,1,1389.38,2025-03-12,CORPORATE_CARD
148,18,1,1508.46,2025-03-03,CORPORATE_CARD
149,18,1,338.73,2024-12-16,REIMBURSABLE
150,18,1,1974.6,2024-12-16,CORPORATE_CARD
151,18,1,725.03,2025-02-05,CORPORATE_CARD
152,18,1,1460.31,2024-10-11,CORPORATE_CARD
153,18,1,1130.2,2024-10-24,CORPORATE_CARD
154,18,1,1391.0,2024-12-24,CORPORATE_CARD
155,18,1,821.4,2025-02-09,CORPORATE_CARD
156,18,1,294.18,2025-02-24,REIMBURSABLE
157,18,1,1944.47,2025-03-10,CORPORATE_CARD
158,18,1,572.84,2024-12-12,REIMBURSABLE
159,18,1,1667.63,2025-01-04,CORPORATE_CARD
160,18,1,54.05,2025-02-20,REIMBURSABLE
161,18,1,2188.62,2025-02-12,CORPORATE_CARD
162,18,1,2278.34,2025-03-17,CORPORATE_CARD
163,18,1,497.87,2024-11-03,REIMBURSABLE
164,18,1,940.02,2025-03-13,REIMBURSABLE
165,18,1,1739.44,2024-11-15,CORPORATE_CARD
166,18,1,1024.29,2025-02-05,REIMBURSABLE
167,18,1,1576.33,2024-10-09,CORPORATE_CARD
168,18,1,113.85,2025-02-04,CORPORATE_CARD
169,18,1,824.44,2025-03-06,REIMBURSABLE
170,18,1,1873.25,2025-02-09,CORPORATE_CARD
171,18,1,1906.91,2024-12-09,CORPORATE_CARD
172,4,1,835.86,2024-11-09,REIMBURSABLE
173,4,1,957.41,2025-03-07,REIMBURSABLE
174,4,1,1090.95,2024-11-08,CORPORATE_CARD
175,4,1,683.45,2024-12-27,REIMBURSABLE
176,4,1,103.97,2025-03-30,REIMBURSABLE
177,4,1,621.05,2024-12-10,CORPORATE_CARD
178,4,1,769.11,2025-03-20,REIMBURSABLE
179,4,1,48.26,2025-03-24,CORPORATE_CARD
180,4,1,1702.09,2024-12-14,CORPORATE_CARD
181,4,1,1134.83,2025-03-23,REIMBURSABLE
182,4,1,1075.16,2024-11-01,CORPORATE_CARD
183,4,1,772.75,2024-11-18,CORPORATE_CARD
184,4,1,288.97,2025-03-20,CORPORATE_CARD
185,4,1,1447.66,2025-01-13,CORPORATE_CARD
186,4,1,2079.34,2025-03-27,CORPORATE_CARD
187,4,1,1425.67,2025-03-27,CORPORATE_CARD
188,4,1,896.75,2024-10-31,REIMBURSABLE
189,4,1,594.54,2025-03-28,CORPORATE_CARD
190,4,1,495.58,2025-03-16,CORPORATE_CARD
191,4,1,1809.3,2024-11-05,CORPORATE_CARD
192,4,1,1085.05,2025-02-10,REIMBURSABLE
193,4,1,534.58,2024-11-05,REIMBURSABLE
194,4,1,248.08,2024-11-10,CORPORATE_CARD
195,17,1,459.71,2024-10-24,CORPORATE_CARD
196,17,1,1052.99,2024-12-31,REIMBURSABLE
197,17,1,2285.88,2025-02-07,CORPORATE_CARD
198,17,1,991.38,2025-03-04,REIMBURSABLE
199,17,1,755.48,2024-11-22,CORPORATE_CARD
200,17,1,1184.12,2024-12-11,CORPORATE_CARD
201,17,1,1160.14,2025-03-16,REIMBURSABLE
202,17,1,2016.35,2024-10-17,CORPORATE_CARD
203,17,1,1001.57,2025-03-10,CORPORATE_CARD
204,17,1,1150.6,2024-10-21,CORPORATE_CARD
205,19,1,2060.48,2025-02-09,CORPORATE_CARD
206,19,1,603.71,2025-03-01,CORPORATE_CARD
207,19,1,1132.37,2025-01-27,REIMBURSABLE
208,19,1,572.88,2025-01-19,CORPORATE_CARD
209,19,1,562.48,2025-02-07,REIMBURSABLE
210,19,1,313.77,2024-10-27,CORPORATE_CARD
211,19,1,372.19,2024-11-13,REIMBURSABLE
212,19,1,606.13,2025-03-27,CORPORATE_CARD
213,19,1,451.5,2024-11-14,REIMBURSABLE
214,19,1,1823.33,2025-01-21,CORPORATE_CARD
215,19,1,2088.39,2025-03-28,CORPORATE_CARD
216,19,1,717.36,2025-02-03,CORPORATE_CARD
217,19,1,1125.62,2025-03-16,CORPORATE_CARD
218,19,1,128.23,2025-01-18,REIMBURSABLE
219,19,1,2445.16,2024-10-03,CORPORATE_CARD
220,19,1,707.81,2025-03-12,CORPORATE_CARD
221,19,1,990.79,2024-10-13,REIMBURSABLE
222,19,1,773.63,2024-11-22,REIMBURSABLE
223,19,1,406.88,2025-03-10,REIMBURSABLE
224,19,1,254.19,2024-12-26,REIMBURSABLE
225,19,1,977.53,2025-03-10,REIMBURSABLE
226,19,1,185.59,2024-10-04,REIMBURSABLE
227,10,1,1180.99,2025-03-09,REIMBURSABLE
228,10,1,960.23,2025-03-23,REIMBURSABLE
229,10,1,40.68,2024-10-14,REIMBURSABLE
230,10,1,948.23,2025-03-18,REIMBURSABLE
231,10,1,681.78,2025-03-26,CORPORATE_CARD
232,10,1,636.04,2025-01-10,REIMBURSABLE
233,10,1,935.84,2025-02-23,REIMBURSABLE
234,10,1,273.64,2024-12-02,REIMBURSABLE
235,10,1,1091.41,2024-10-21,REIMBURSABLE
236,10,1,2410.96,2024-10-17,CORPORATE_CARD
237,10,1,1018.29,2024-10-11,REIMBURSABLE
238,10,1,1238.42,2025-01-25,CORPORATE_CARD
239,10,1,224.96,2025-03-14,CORPORATE_CARD
240,10,1,337.27,2025-03-10,REIMBURSABLE
241,10,1,1503.54,2025-01-01,CORPORATE_CARD
242,10,1,1523.43,2024-11-18,CORPORATE_CARD
243,10,1,146.15,2025-01-27,REIMBURSABLE
244,10,1,1066.83,2024-11-03,REIMBURSABLE
245,10,1,1147.41,2024-12-05,CORPORATE_CARD
246,10,1,798.56,2024-10-15,CORPORATE_CARD
247,10,1,951.4,2025-02-04,CORPORATE_CARD
248,10,1,574.38,2025-01-23,REIMBURSABLE
249,10,1,120.94,2025-02-01,REIMBURSABLE
250,10,1,453.45,2025-02-18,REIMBURSABLE
251,10,1,707.89,2025-01-13,REIMBURSABLE
252,10,1,1041.75,2025-01-08,CORPORATE_CARD
253,10,1,1809.63,2024-10-19,CORPORATE_CARD
254,10,1,895.32,2024-12-24,CORPORATE_CARD
255,10,1,583.81,2025-03-19,REIMBURSABLE
256,3,1,671.96,2025-03-21,REIMBURSABLE
257,3,1,693.18,2025-02-11,REIMBURSABLE
258,3,1,2437.0,2024-12-21,CORPORATE_CARD
259,3,1,792.82,2024-12-29,REIMBURSABLE
260,3,1,701.34,2025-03-09,CORPORATE_CARD
261,3,1,893.78,2024-12-25,CORPORATE_CARD
262,3,1,683.92,2025-03-27,REIMBURSABLE
263,3,1,1858.9,2025-03-21,CORPORATE_CARD
264,3,1,641.27,2025-03-10,REIMBURSABLE
265,3,1,868.72,2024-11-24,CORPORATE_CARD
266,3,1,827.85,2024-12-30,CORPORATE_CARD
267,3,1,195.14,2025-03-05,REIMBURSABLE
268,3,1,333.8,2025-02-12,REIMBURSABLE
269,3,1,1119.06,2025-01-31,CORPORATE_CARD
270,3,1,1293.06,2025-03-27,CORPORATE_CARD
271,3,1,726.04,2024-10-14,CORPORATE_CARD
272,3,1,788.34,2024-12-04,CORPORATE_CARD
273,3,1,723.2,2024-10-25,REIMBURSABLE
274,3,1,1134.94,2025-03-13,REIMBURSABLE
275,3,1,354.44,2024-10-30,REIMBURSABLE
276,3,1,898.95,2025-03-02,REIMBURSABLE
277,3,1,643.77,2025-03-01,REIMBURSABLE
278,3,1,1001.69,2024-10-17,REIMBURSABLE
279,3,1,2157.87,2025-03-28,CORPORATE_CARD
280,3,1,557.11,2024-11-20,REIMBURSABLE
281,3,1,695.15,2024-12-07,REIMBURSABLE
282,3,1,1058.79,2025-02-08,CORPORATE_CARD
283,3,1,1159.78,2025-01-13,REIMBURSABLE
284,5,1,2301.43,2025-03-19,CORPORATE_CARD
285,5,1,135.98,2024-12-21,REIMBURSABLE
286,5,1,1321.81,2025-02-06,CORPORATE_CARD
287,5,1,1870.87,2025-03-15,CORPORATE_CARD
288,5,1,210.08,2024-11-04,REIMBURSABLE
289,5,1,240.75,2025-02-28,REIMBURSABLE
290,11,1,2396.6,2024-12-30,CORPORATE_CARD
291,11,1,184.27,2025-03-23,REIMBURSABLE
292,11,1,191.92,2025-03-10,REIMBURSABLE
293,11,1,929.69,2025-03-08,REIMBURSABLE
294,11,1,1420.25,2024-10-02,CORPORATE_CARD
295,11,1,2208.07,2025-03-01,CORPORATE_CARD
296,11,1,1577.36,2025-01-08,CORPORATE_CARD
297,11,1,568.02,2024-10-29,REIMBURSABLE
298,11,1,1488.76,2025-03-14,CORPORATE_CARD
299,11,1,793.26,2025-01-22,CORPORATE_CARD
300,11,1,937.63,2025-03-30,CORPORATE_CARD
301,11,1,2164.02,2025-03-24,CORPORATE_CARD
302,11,1,613.41,2025-02-08,REIMBURSABLE
303,11,1,2386.72,2024-10-17,CORPORATE_CARD
304,11,1,973.68,2025-02-22,REIMBURSABLE
305,11,1,576.0,2025-03-20,REIMBURSABLE
306,11,1,546.12,2025-03-11,REIMBURSABLE
307,11,1,233.71,2025-02-10,CORPORATE_CARD
308,11,1,852.07,2025-03-26,REIMBURSABLE
309,11,1,1534.27,2024-11-14,CORPORATE_CARD
310,11,1,725.16,2024-11-26,CORPORATE_CARD
311,11,1,1705.27,2025-02-04,CORPORATE_CARD
312,11,1,780.29,2024-12-08,REIMBURSABLE
313,11,1,673.98,2025-01-23,REIMBURSABLE
314,11,1,1816.24,2025-03-21,CORPORATE_CARD
315,16,1,703.46,2024-12-07,REIMBURSABLE
316,16,1,379.18,2025-02-07,REIMBURSABLE
317,16,1,1779.36,2025-03-21,CORPORATE_CARD
318,16,1,458.25,2025-03-23,REIMBURSABLE
319,16,1,1683.54,2024-10-31,CORPORATE_CARD
320,16,1,513.85,2024-12-22,REIMBURSABLE
321,16,1,789.44,2025-03-07,CORPORATE_CARD
322,16,1,921.73,2024-10-19,REIMBURSABLE
323,16,1,173.7,2025-03-28,REIMBURSABLE
324,16,1,947.86,2025-03-03,REIMBURSABLE
325,16,1,1052.91,2024-11-21,REIMBURSABLE
326,16,1,193.56,2024-10-22,REIMBURSABLE
327,16,1,927.61,2024-11-01,REIMBURSABLE
328,16,1,61.99,2024-12-29,REIMBURSABLE
329,16,1,612.89,2024-10-10,CORPORATE_CARD
330,16,1,1887.17,2025-03-29,CORPORATE_CARD
331,16,1,616.94,2025-03-12,CORPORATE_CARD
332,16,1,505.19,2025-01-22,CORPORATE_CARD
333,16,1,722.39,2024-12-29,CORPORATE_CARD
334,16,1,1061.19,2024-10-07,CORPORATE_CARD
335,16,1,963.5,2024-10-15,REIMBURSABLE
336,16,1,72.09,2025-01-09,REIMBURSABLE
337,31,2,2327.92,2025-01-25,CORPORATE_CARD
338,31,2,1267.47,2025-03-05,CORPORATE_CARD
339,31,2,107.11,2025-02-04,REIMBURSABLE
340,31,2,1117.68,2025-03-10,REIMBURSABLE
341,31,2,365.56,2025-03-03,CORPORATE_CARD
342,31,2,1194.33,2025-02-27,CORPORATE_CARD
343,31,2,568.24,2025-01-16,REIMBURSABLE
344,31,2,32.61,2025-01-11,REIMBURSABLE
345,31,2,663.08,2024-10-10,REIMBURSABLE
346,31,2,738.05,2025-03-12,CORPORATE_CARD
347,31,2,615.14,2025-03-02,CORPORATE_CARD
348,31,2,2095.8,2025-03-13,CORPORATE_CARD
349,31,2,65.68,2024-11-07,CORPORATE_CARD
350,31,2,356.61,2025-03-04,REIMBURSABLE
351,31,2,296.27,2025-02-03,REIMBURSABLE
352,31,2,1678.83,2025-03-06,CORPORATE_CARD
353,31,2,1327.0,2025-03-07,CORPORATE_CARD
354,31,2,569.46,2024-12-24,REIMBURSABLE
355,31,2,652.78,2025-02-22,CORPORATE_CARD
356,31,2,90.4,2025-02-04,REIMBURSABLE
357,31,2,757.63,2024-12-30,REIMBURSABLE
358,31,2,896.94,2025-03-07,CORPORATE_CARD
359,31,2,458.35,2025-03-20,CORPORATE_CARD
360,31,2,1209.36,2024-11-27,CORPORATE_CARD
361,31,2,85.09,2024-11-26,REIMBURSABLE
362,31,2,523.94,2025-03-02,CORPORATE_CARD
363,31,2,385.56,2024-10-27,REIMBURSABLE
364,31,2,2473.08,2025-02-13,CORPORATE_CARD
365,31,2,1889.4,2025-03-14,CORPORATE_CARD
366,31,2,1035.94,2025-03-27,REIMBURSABLE
367,31,2,404.99,2025-03-27,REIMBURSABLE
368,31,2,529.97,2024-12-14,REIMBURSABLE
369,31,2,2239.23,2025-03-20,CORPORATE_CARD
370,31,2,487.37,2024-12-12,CORPORATE_CARD
371,31,2,1998.29,2024-11-06,CORPORATE_CARD
372,31,2,1824.53,2025-03-14,CORPORATE_CARD
373,31,2,1194.17,2024-11-26,REIMBURSABLE
374,31,2,392.24,2024-11-24,REIMBURSABLE
375,31,2,361.81,2025-01-06,REIMBURSABLE
376,31,2,1079.64,2025-02-25,CORPORATE_CARD
377,31,2,129.83,2025-01-20,CORPORATE_CARD
378,31,2,1101.48,2025-03-19,CORPORATE_CARD
379,31,2,768.64,2025-03-06,REIMBURSABLE
380,31,2,1881.0,2024-11-19,CORPORATE_CARD
381,31,2,179.91,2025-02-01,REIMBURSABLE
382,31,2,191.4,2025-03-18,CORPORATE_CARD
383,31,2,2374.93,2024-11-28,CORPORATE_CARD
384,31,2,818.08,2025-02-14,REIMBURSABLE
385,31,2,1913.63,2025-02-04,CORPORATE_CARD
386,31,2,483.66,2024-11-19,REIMBURSABLE
387,31,2,305.79,2025-03-21,CORPORATE_CARD
388,31,2,470.51,2025-02-19,REIMBURSABLE
389,31,2,319.74,2025-03-20,REIMBURSABLE
390,31,2,1539.4,2025-03-22,CORPORATE_CARD
391,23,2,360.93,2025-03-27,CORPORATE_CARD
392,23,2,1079.43,2024-11-25,REIMBURSABLE
393,23,2,2031.02,2025-01-09,CORPORATE_CARD
394,23,2,1781.11,2025-01-28,CORPORATE_CARD
395,23,2,2132.12,2024-12-04,CORPORATE_CARD
396,23,2,615.42,2025-03-22,REIMBURSABLE
397,23,2,952.56,2025-02-03,REIMBURSABLE
398,23,2,41.28,2025-03-28,REIMBURSABLE
399,23,2,2457.95,2025-02-01,CORPORATE_CARD
400,23,2,112.6,2025-02-04,REIMBURSABLE
401,23,2,1799.41,2025-03-06,CORPORATE_CARD
402,23,2,1928.68,2025-03-30,CORPORATE_CARD
403,23,2,387.26,2025-03-04,REIMBURSABLE
404,23,2,819.33,2024-11-28,REIMBURSABLE
405,23,2,2076.91,2025-03-22,CORPORATE_CARD
406,23,2,163.55,2025-01-09,REIMBURSABLE
407,23,2,626.54,2025-03-22,REIMBURSABLE
408,23,2,823.59,2025-03-10,CORPORATE_CARD
409,23,2,1129.68,2025-02-16,REIMBURSABLE
410,23,2,645.25,2024-12-07,CORPORATE_CARD
411,23,2,774.49,2025-03-17,CORPORATE_CARD
412,23,2,210.68,2025-01-15,REIMBURSABLE
413,23,2,753.13,2025-03-17,REIMBURSABLE
414,23,2,1419.95,2025-02-21,CORPORATE_CARD
415,23,2,1138.77,2025-03-22,REIMBURSABLE
416,23,2,1923.22,2024-11-04,CORPORATE_CARD
417,23,2,99.96,2024-12-19,CORPORATE_CARD
418,23,2,772.68,2024-11-21,CORPORATE_CARD
419,23,2,825.14,2024-12-14,REIMBURSABLE
420,23,2,1729.32,2024-11-06,CORPORATE_CARD
421,23,2,586.26,2024-11-20,REIMBURSABLE
422,23,2,180.97,2025-01-02,REIMBURSABLE
423,23,2,2155.42,2024-12-04,CORPORATE_CARD
424,23,2,942.09,2025-03-24,CORPORATE_CARD
425,23,2,565.1,2024-10-07,REIMBURSABLE
426,23,2,373.67,2025-02-10,CORPORATE_CARD
427,23,2,467.14,2025-03-09,REIMBURSABLE
428,23,2,2166.64,2025-03-25,CORPORATE_CARD
429,23,2,1121.16,2024-11-02,REIMBURSABLE
430,23,2,419.37,2025-03-26,CORPORATE_CARD
431,36,2,247.87,2024-10-07,CORPORATE_CARD
432,36,2,2417.55,2025-01-17,CORPORATE_CARD
433,36,2,67.9,2024-11-27,REIMBURSABLE
434,36,2,2208.79,2024-11-25,CORPORATE_CARD
435,36,2,45.24,2025-03-10,CORPORATE_CARD
436,36,2,1060.12,2024-11-20,REIMBURSABLE
437,36,2,930.69,2025-01-28,CORPORATE_CARD
438,36,2,1415.5,2025-03-15,CORPORATE_CARD
439,36,2,206.99,2025-02-25,CORPORATE_CARD
440,36,2,717.31,2025-01-04,CORPORATE_CARD
441,36,2,125.05,2025-03-29,REIMBURSABLE
442,36,2,864.24,2025-01-21,CORPORATE_CARD
443,36,2,517.67,2025-01-31,CORPORATE_CARD
444,36,2,137.13,2024-11-27,CORPORATE_CARD
445,36,2,966.72,2025-01-08,REIMBURSABLE
446,36,2,2235.5,2025-03-09,CORPORATE_CARD
447,36,2,739.55,2024-11-11,REIMBURSABLE
448,36,2,743.64,2024-12-29,REIMBURSABLE
449,36,2,1280.6,2024-11-07,CORPORATE_CARD
450,36,2,766.98,2024-10-06,CORPORATE_CARD
451,36,2,811.83,2025-02-24,REIMBURSABLE
452,36,2,1996.97,2024-12-23,CORPORATE_CARD
453,36,2,325.98,2025-01-23,REIMBURSABLE
454,36,2,704.39,2024-12-31,REIMBURSABLE
455,36,2,868.21,2025-01-11,REIMBURSABLE
456,33,2,298.21,2025-01-05,REIMBURSABLE
457,33,2,534.84,2025-03-02,REIMBURSABLE
458,33,2,1733.99,2025-03-06,CORPORATE_CARD
459,33,2,1538.41,2025-01-24,CORPORATE_CARD
460,33,2,1846.2,2024-10-10,CORPORATE_CARD
461,33,2,627.23,2025-03-14,REIMBURSABLE
462,33,2,1208.97,2024-10-11,CORPORATE_CARD
463,33,2,453.63,2025-01-05,CORPORATE_CARD
464,33,2,1697.77,2024-12-01,CORPORATE_CARD
465,33,2,500.85,2025-02-03,CORPORATE_CARD
466,33,2,365.21,2025-03-03,REIMBURSABLE
467,33,2,1769.63,2024-11-01,CORPORATE_CARD
468,33,2,888.29,2025-03-10,CORPORATE_CARD
469,33,2,1444.36,2025-03-28,CORPORATE_CARD
470,33,2,1001.47,2025-02-04,CORPORATE_CARD
471,33,2,2016.42,2025-03-11,CORPORATE_CARD
472,33,2,2389.4,2025-03-27,CORPORATE_CARD
473,33,2,536.43,2024-12-21,REIMBURSABLE
474,33,2,554.62,2025-01-05,CORPORATE_CARD
475,33,2,1748.02,2024-11-02,CORPORATE_CARD
476,33,2,891.66,2025-03-05,REIMBURSABLE
477,33,2,807.1,2025-03-21,REIMBURSABLE
478,33,2,72.46,2024-12-26,REIMBURSABLE
479,33,2,1194.2,2025-02-04,CORPORATE_CARD
480,33,2,664.92,2025-03-21,REIMBURSABLE
481,33,2,1122.69,2024-11-28,REIMBURSABLE
482,33,2,518.65,2025-03-04,CORPORATE_CARD
483,33,2,1623.6,2025-03-14,CORPORATE_CARD
484,33,2,286.34,2025-01-29,REIMBURSABLE
485,33,2,218.33,2025-03-12,REIMBURSABLE
486,33,2,53.24,2025-01-20,REIMBURSABLE
487,33,2,486.12,2025-02-18,CORPORATE_CARD
488,33,2,47.94,2025-01-03,CORPORATE_CARD
489,33,2,408.7,2025-02-28,REIMBURSABLE
490,33,2,1369.67,2025-01-05,CORPORATE_CARD
491,33,2,357.14,2025-01-31,CORPORATE_CARD
492,33,2,2026.81,2025-03-22,CORPORATE_CARD
493,33,2,1160.81,2025-03-04,CORPORATE_CARD
494,33,2,59.86,2025-02-14,CORPORATE_CARD
495,33,2,1430.26,2025-02-11,CORPORATE_CARD
496,33,2,1028.81,2025-03-15,REIMBURSABLE
497,33,2,1300.32,2024-12-09,CORPORATE_CARD
498,28,2,177.33,2025-03-14,REIMBURSABLE
499,28,2,41.9,2024-11-01,CORPORATE_CARD
